plot_cell_id f_hmax f_hmin f_hstd f_hmed f_hmean f_abs_n f_hskew f_hkurt f_intmax f_intmin f_intstd f_intmed f_intmean f_intskew f_intkurt f_h20 f_h40 f_h60 f_h80 f_int20 f_int40 f_int60 f_int80 f_d2 f_d4 f_echo_prop l_hmax l_hmin l_hstd l_hmed l_hmean l_abs_n l_hskew l_hkurt l_intmax l_intmin l_intstd l_intmed l_intmean l_intskew l_intkurt l_h20 l_h40 l_h60 l_h80 l_int20 l_int40 l_int60 l_int80 l_d2 l_d4 l_echo_prop a_hmax a_hmin a_hstd a_hmed a_hmean a_abs_n a_hskew a_hkurt a_intmax a_intmin a_intstd a_intmed a_intmean a_intskew a_intkurt a_h20 a_h40 a_h60 a_h80 a_int20 a_int40 a_int60 a_int80 a_d2 a_d4 i_abs_n i_hmean i_hstd i_echo_prop Rmax Rmin Rstd Rmean Gmax Gmin Gstd Gmean Bmax Bmin Bstd Bmean Nmax Nmin Nstd Nmean
10143 5.61 1.32 0.9502 2.42 2.6538 671 0.8117 3.0315 49085 22107 6602.282 39932 37801.5862 -0.6338 2.3375 1.83 2.24 2.694 3.452 31246.4 37857 41107.6 43431.4 0.69 0.9523 85.5457 5.56 1.33 0.989 2.73 2.8356 671 0.5182 2.4441 49085 22369 6591.2712 42422 40150.3945 -1.1798 3.3211 1.976 2.418 2.944 3.74 34829.4 41334.2 43287.4 45192.6 0.8718 0.9747 32.1534 5.61 1.3 0.9335 2.38 2.5847 929 0.8861 3.2019 49085 22107 6685.4756 39386 37302.5015 -0.5631 2.2324 1.77 2.162 2.61 3.298 30714 36541.6 40644.2 43051.6 0.7503 0.9634 26 1.9435 0.4793 5.8997 1055.7 579.8 104.0669 782.0207 1309.4 890.9 91.178 1107.5503 1447.9 1206.4 50.2426 1298.7631 3489 1820.7 365.6207 2695.809
10144 14.21 1.3 2.5386 6.8 6.6017 1816 -0.0922 2.487 52231 21080 7055.0809 40020 38187.6943 -0.6104 2.3587 4.146 6.14 7.51 8.714 31535.2 37708.4 41762.6 44476 0.1443 0.2742 60.4104 13.66 1.3 2.9232 6.46 6.2547 1806 0.004 2.003 52231 21386 7824.8103 41975 39001.0155 -0.7543 2.3034 3.14 5.42 7.52 8.84 30910 39779 43362 45612 0.6096 0.6905 28.9552 14.21 1.3 2.5976 5.85 5.8162 3787 0.1959 2.3289 52231 20468 7320.5402 36808 35980.0272 -0.2344 1.955 3.22 4.98 6.574 8.21 28595 34056 39241.8 43187 0.3438 0.4967 752 4.5206 1.9916 26.1567 833.5 402.1 84.8388 605.5523 1271.6 743.8 102.2941 993.1146 1417.8 1131.4 49.9212 1251.7599 4622.2 1403 673.8124 2893.2953
10145 10.64 1.3 1.8986 2.94 3.4977 1674 1.077 3.6093 54219 21277 6578.3467 43089 41201.9768 -0.9393 3.2155 1.82 2.48 3.556 4.928 36044 41396 44323 46639 0.4313 0.7401 75.6883 10.64 1.3 1.8574 2.48 3.2385 1670 1.3627 4.2986 54219 21386 6819.5869 44804 42512.7902 -1.3115 3.9698 1.76 2.21 3.038 4.594 38032 43646 45629.6 47464.6 0.6982 0.879 42.9994 10.64 1.3 1.8334 2.8 3.3839 2767 1.1601 3.8637 54219 21277 7126.5333 41505 39750.6321 -0.6861 2.58 1.81 2.374 3.356 4.75 33313 39197.8 43274 45983 0.554 0.8088 218 3.0192 1.3653 10.0176 1101 381 141.7549 674.8877 1501.8 736 163.3991 1098.6908 1509.2 1086 86.3623 1266.7999 4495.6 1650.25 635.7505 3176.8018
10146 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
10805 17.75 1.35 2.6102 13.005 12.665 1700 -1.2093 5.7385 48583 20577 6480.3433 37595 36427.0663 -0.4831 2.2952 10.9 12.39 13.56 14.738 30150.2 35724.8 39486.2 42095 0.3394 0.3424 62.68 17.75 1.31 3.2283 13.82 13.028 1701 -1.861 6.7799 48583 21189 7375.6832 40522 37936.2385 -0.7295 2.3551 11.66 13.22 14.282 15.312 29844.4 38687 41653.6 43952 0.8107 0.816 18.1063 17.75 1.31 3.2956 12.225 11.6041 3198 -1.0368 3.9525 48583 20577 6744.7057 34777 34383.0637 -0.13 1.9814 9.29 11.61 12.89 14.26 27677 32658 36939 41024 0.4462 0.4568 547 9.384 3.3101 29.4574 895.8 415.4 96.9798 640.5005 1222 728.2 97.3405 979.8253 1361.2 1057.6 58.7477 1199.3053 4134.2 1349.8 488.5363 2598.2415
10806 13.73 1.3 1.9946 5.62 5.5882 1800 0.3201 3.6236 50767 21211 6418.8165 37988 36486.0292 -0.4953 2.2452 3.858 5.092 6.16 7.22 29971 35729.6 39714 42252.4 0.3822 0.4967 70.0541 12.93 1.34 2.245 6.255 5.8355 1795 -0.1176 2.9078 50767 21713 6664.5981 41374 38762.0902 -1.0397 3.016 3.826 5.47 6.798 7.626 31972.2 40294.6 42090.6 43606.4 0.7905 0.8206 24.6542 13.73 1.3 2.0318 5.21 5.2057 3116 0.3936 3.3801 50767 20599 6630.5766 35913 35145.8172 -0.2739 2.0141 3.44 4.55 5.71 6.96 28515.8 33632.2 38228 41605.2 0.501 0.6248 384 4.1092 1.6682 20.926 922.8 410.8 106.9381 611.9255 1287.6 751.6 113.8626 977.6142 1397.4 1086.2 61.7939 1221.4678 4456.4 1398.2 543.4345 2450.3892
10807 11.01 1.3 1.9431 6.47 6.3726 1621 -0.2231 2.6068 49369 20272 6271.3295 38862 36949.4775 -0.6238 2.3601 4.608 5.99 7.03 8.056 30910 36786 40115.8 42435.2 0.3146 0.3973 68.542 11.01 1.32 2.245 7.085 6.5966 1620 -0.5583 2.6062 49369 20883 6853.8901 40740.5 38148.8668 -0.9526 2.6986 4.502 6.412 7.512 8.462 31255.6 39464.4 41990.2 43515 0.7142 0.7463 29.5221 11.01 1.3 2.0208 5.91 5.877 2826 -0.0511 2.453 49369 20272 6601.9918 36568 35363.735 -0.3291 1.9969 3.974 5.368 6.43 7.72 28515.8 33920.6 38582.4 41571 0.4374 0.5343 375 4.5727 1.4882 21.3551 780.6 377.6 84.9696 579.188 1130.4 710 89.8075 934.3283 1334 1070.8 54.573 1192.3444 3334 1247.6 430.2058 2309.5931
10808 15.36 1.3 2.5603 10.08 9.8659 1724 -0.4377 3.0007 51685 22150 6767.4419 43296 41006.8605 -0.9911 3.0765 7.59 9.38 10.63 12.29 35148 41418 44520 46748 0.0754 0.0876 61.2043 15.36 1.3 3.0072 9.935 9.4251 1730 -0.6497 2.9999 51685 20687 7884.6203 44246.5 40828.4165 -0.9995 2.6722 7.08 9.158 10.48 11.96 32505 42605.8 45284 47054 0.3757 0.4087 41.997 15.36 1.3 3.0154 8.97 8.7241 3268 -0.3204 2.5044 51685 20687 7661.2936 39408 38086.362 -0.4262 2.0012 6.16 8.152 9.81 11.36 30171.8 36747.4 42051 45481 0.2148 0.261 592 6.4537 2.6234 22.1037 827.2 343.6 94.2423 513.1389 1267.8 666.8 116.4195 889.3423 1341.4 1042.2 58.54 1150.4032 5435.8 1331.6 786.2707 2875.4448
11670 8.56 1.3 1.3798 3.24 3.4006 1627 0.727 3.3732 47884 20381 5779.5676 38316 36766.3746 -0.7188 2.681 2.11 2.88 3.624 4.5 31757.6 36550.4 39604 41793.4 0.5403 0.8248 85.6197 8.48 1.35 1.4132 4.4 4.4333 1621 0.1425 3.1947 47884 22107 4682.1502 41723 40768.376 -2.246 8.7764 3.366 4.166 4.752 5.486 39180.4 41028.8 42601.4 43777 0.9266 0.9506 11.8259 8.56 1.3 1.3583 3.13 3.323 2599 0.788 3.4708 47884 20381 6102.1978 37311 35920.8458 -0.5412 2.3056 2.09 2.76 3.496 4.41 30206.6 35235 38884 41330 0.6664 0.8819 145 2.7503 1.0618 12.6774 893 498.6 83.884 713.3544 1226 842.9 78.6286 1039.4729 1388.3 1178.5 43.4477 1296.3852 3282 1674.9 321.626 2480.2703
11671 3.24 1.31 0.4439 2.12 2.1439 333 0.1 2.3908 49391 22675 5919.188 41942 39881.036 -0.8546 2.8126 1.78 2.03 2.23 2.52 33510 40609 43187 44651 0.7988 1 99.1071 3.24 1.38 0.4925 2.18 2.243 333 0.0876 1.9445 49391 31631 2729.2024 44257 44114.3617 -1.8572 10.6353 1.822 2.062 2.388 2.77 42951.4 43563 44795.2 45585.8 0.9129 1 41.9643 3.24 1.31 0.4442 2.115 2.1396 411 0.1166 2.3793 49391 22675 5892.4715 41909 39881.8839 -0.8589 2.8384 1.716 2.012 2.226 2.514 33510 40583.2 43117 44637.8 0.837 1 -9999 -9999 -9999 -9999 833.2 528.4 65.3639 649.7568 1230 899.4 70.835 1020.2144 1256.2 1114 35.7912 1181.9586 3886.4 2496.2 332.9671 3081.2721
11672 3.44 1.3 0.5603 1.97 2.0509 335 0.7096 2.6049 46289 25099 6043.2159 40587.5 38786.473 -0.6108 2.1021 1.54 1.792 2.094 2.536 32068 38250.2 42002.8 44156.8 0.8985 1 96.1039 3.44 1.3 0.6286 2.04 2.1933 333 0.4414 2.226 46158 33925 2592.929 43995 43530.2857 -2.5272 10.1232 1.62 1.99 2.29 2.71 43274 43777 44170 45109 0.967 1 27.2727 3.44 1.3 0.5517 1.99 2.0465 406 0.7315 2.6886 46289 25099 6223.5464 40413 38430.5325 -0.5457 2.0063 1.546 1.794 2.088 2.49 31211.6 37664.6 41916 44130.6 0.9138 1 -9999 -9999 -9999 -9999 848 531.6 86.98 682.127 1253 889.6 94.0635 1059.0946 1282.8 1109.8 43.3617 1197.7676 4049.2 2514.6 403.9617 3345.4703
11673 4.06 1.31 0.6601 2.21 2.2678 311 0.186 1.8583 50724 23548 5616.0952 42510 41322.9913 -1.1531 4.0567 1.548 1.996 2.488 2.952 36568 41649 44047.8 45550.4 0.7878 0.9968 95.8333 4.06 1.3 0.6233 2.16 2.1939 308 0.4963 2.5825 50724 28507 3507.4849 44585 44303.9508 -1.8459 8.9557 1.57 2 2.35 2.82 42466 44105 45044 46988 0.8864 0.9968 50.8333 4.06 1.3 0.6635 2.16 2.2381 386 0.243 1.8635 50724 23548 5854.9145 42444 40924.9833 -1.0069 3.4604 1.54 1.936 2.4 2.95 36114 41247.2 43764 45318.8 0.829 0.9974 -9999 -9999 -9999 -9999 800.6 500.2 61.9426 676.9461 1256.8 855 73.8627 1051.3722 1317.8 1116.6 36.9688 1216.1635 4610 2254.6 441.8565 3444.6957
11674 3.84 1.3 0.5818 1.895 2.0893 302 0.6686 2.5522 49850 22565 7528.3446 41275.5 38952.8909 -0.6412 2.21 1.54 1.836 2.104 2.672 31298.8 38726 43034 45485.2 0.8344 1 99.0991 3.32 1.31 0.5547 2.03 2.1046 310 0.4738 2.3386 49850 40566 2073.7002 45590 45686.4146 -0.1137 2.5618 1.54 1.87 2.21 2.43 43995 45219 46071 47425 0.9323 1 36.9369 3.84 1.3 0.5792 1.91 2.0885 397 0.6756 2.5781 49850 22565 7586.0806 41243 38841.0721 -0.6165 2.1517 1.54 1.84 2.1 2.67 31194 38621 43034 45459 0.8741 1 -9999 -9999 -9999 -9999 785.8 548.8 51.9672 644.4891 1136.2 901.8 57.3328 1010.7982 1281 1127.2 34.0612 1186.1473 3844.6 2592 323.153 3164.2891
11682 16.99 1.31 3.3826 8.88 8.4694 1663 -0.2259 2.5083 50833 21189 6868.9449 40784 39322.5627 -0.6687 2.6 5.332 8.17 9.596 11.24 33168.8 38949 42379 45590 0.1708 0.2598 61.5086 16.99 1.32 3.1754 9.08 8.8183 1675 -0.0833 2.7677 50833 21364 7637.127 42510 39919.1408 -0.7934 2.4859 5.97 8.34 9.68 11.44 32133 40391 43886 46595 0.5916 0.6149 30 16.99 1.31 3.3824 7.895 7.5952 3342 0.0524 2.2972 50833 21189 7338.4566 37846 36977.978 -0.2649 2.0289 4.11 6.73 8.744 10.6 29709 35279 40085 44039 0.3354 0.4378 625 5.7801 2.7849 25.819 1004 400.8 109.9053 603.9087 1281.2 732.3 106.8556 960.3886 1497.3 1158.1 63.0037 1276.2872 4652.4 1259.6 603.981 2501.7306
11683 3.37 1.34 0.5899 2.13 2.2574 339 0.1059 1.7649 44498 21801 6311.9554 38250 35793.4561 -0.7612 2.3194 1.714 2.034 2.404 2.882 28795.4 36034.8 39202.4 40998.6 0.8968 1 100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 3.37 1.34 0.5899 2.13 2.2574 402 0.1059 1.7649 44498 21801 6311.9554 38250 35793.4561 -0.7612 2.3194 1.714 2.034 2.404 2.882 28795.4 36034.8 39202.4 40998.6 0.9129 1 -9999 -9999 -9999 -9999 1107 825.1 78.5375 980.7246 1309.8 1112.3 52.8539 1233.1316 1501.7 1353.4 40.2778 1436.2281 3003.5 2538.4 101.7307 2768.0246
11684 23.02 1.33 5.3918 16.545 15.0566 1602 -1.2154 3.4477 49850 20577 6551.6081 38753 37338.7721 -0.5951 2.5164 12.626 15.65 17.576 19.18 31307.4 36913.2 40391 42947 0.0893 0.1492 50.4224 23.02 1.31 6.2025 16.015 13.6265 1602 -0.6002 1.9304 49850 20577 7620.0304 38337.5 36134.0475 -0.3509 1.8221 5.762 13.876 17.12 19.22 27743 34549.8 40329.8 43078 0.4844 0.5381 28.4556 23.02 1.3 6.0028 14.66 12.7474 3751 -0.5588 1.9565 49850 20577 6868.5537 34886 34510.7736 -0.0818 1.9841 5.13 13.322 15.868 18.134 27603.2 32570 37049 41287 0.2389 0.3306 991 10.1267 5.5409 32.7138 993.3 445.4 97.8771 705.0032 1291 782 97.4953 1039.7956 1517.8 1160 58.9568 1326.3203 4473.9 1451.2 445.2402 2504.6342
11685 16.77 1.3 3.6374 9.74 9.0234 1772 -0.2611 2.0415 52012 20971 7074.4804 38469 37560.898 -0.3528 2.3305 5.06 8.486 10.59 12.3 31071.8 36537.2 40238 43781.4 0.3042 0.3719 55.7778 16.75 1.32 3.6721 7.56 8.1458 1769 0.2924 2.1118 52012 20993 7826.7666 39779 37831.5736 -0.4675 2.0993 5.01 6.326 8.758 11.912 29547.2 37529.4 41644.8 44707.2 0.6665 0.6964 26.8889 16.77 1.3 3.6116 8.035 7.9348 3454 0.0726 1.9514 52012 20752 7289.918 35803 35464.2391 -0.0664 2.045 4.428 6.41 9.4 11.37 28131.6 33532 38185 42313 0.3697 0.4551 654 6.5243 3.1404 28.4444 977.1 440.4 110.2693 678.291 1327.9 802.4 108.0732 1046.4324 1577 1225.8 70.4327 1377.8567 3794.2 1362.8 471.9609 2450.0221
11686 14.69 1.3 3.0767 8.18 8.098 1736 -0.2636 2.4572 48539 20621 6246.6928 36732 35457.4606 -0.4134 2.1442 5.65 7.31 9.18 11.02 29294 34471 38425 41330 0.5922 0.6215 67.3993 14.69 1.38 3.1672 9.985 9.4704 1742 -0.9204 3.2277 48517 21561 6475.8639 41035.5 38401.5116 -1.0806 2.9156 7.558 9.42 10.782 12.306 31875.8 40290.8 41671.2 43283 0.9053 0.911 15.7509 14.69 1.3 2.9884 7.815 7.7251 2681 -0.1612 2.4679 48539 20599 6461.392 34755 34070.9835 -0.1666 1.9325 5.38 6.938 8.596 10.48 27537.2 32199 36786 40539.6 0.611 0.6397 296 6.6569 2.4485 26.1905 945.4 481.3 99.2698 732.6102 1275.1 802.4 96.4363 1058.6499 1485.7 1192.7 60.5271 1352.1726 3027.7 1189.4 365.3381 2249.8565
11687 15.17 1.31 2.2834 6.855 6.9874 1641 0.2489 3.4539 49697 21058 6334.6587 37190.5 35945.2449 -0.4048 2.2997 5.144 6.338 7.43 8.926 29857.2 35230.8 38538.4 41496.2 0.3035 0.34 69.6897 15.1 1.32 2.5372 8.08 7.9576 1634 -0.3399 3.1556 49588 21757 6513.9907 40806 38819.5323 -1.1108 3.3955 5.904 7.636 8.698 10.018 34484.4 39709.6 41745 43637.2 0.8066 0.817 19.3914 15.17 1.31 2.3444 6.39 6.5478 3017 0.3453 3.3639 49697 20818 6588.9791 35104 34375.2118 -0.1437 2.0264 4.7 5.83 6.92 8.48 27633 32658 37092 40588 0.4611 0.5088 427 5.2773 1.8936 24.7613 913.4 511.4 70.9035 730.2571 1239.6 843.2 72.4644 1068.5109 1445.6 1218.3 39.8115 1327.9196 3735.3 1470.7 403.794 2586.3781
12765 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
12766 15.69 1.59 2.7461 9.42 9.3041 1689 -0.4431 2.9644 50833 21779 6585.4384 38228 36737.5746 -0.4864 2.4062 7.14 8.87 10.11 11.73 30364 36437 39626 42248 0.1729 0.2137 63.4224 15.58 1.3 3.1274 10.73 10.1087 1677 -0.9805 3.4885 50833 21517 6970.5712 40631 38584.211 -0.9126 2.9321 8 10.132 11.428 12.58 31784 39661.2 41658 43610.8 0.7871 0.7967 16.5233 15.69 1.3 2.9764 8.87 8.523 3537 -0.335 2.5756 50833 20534 6946.0795 35432 34731.1372 -0.1382 1.978 5.876 8.164 9.45 11.1 27502 33160 37704 41177 0.3854 0.4362 687 7.0112 2.7318 30.6021 868.4 467.4 82.3405 646.2339 1141.2 790.7 75.1374 970.0442 1407.3 1156.8 48.3239 1262.4716 2679.6 1302.6 259.5031 2062.9638
12767 5.61 1.3 0.7408 2.22 2.3152 663 1.4197 6.13 51270 22456 5693.6647 40784 39124.5665 -1.13 3.7989 1.684 2.044 2.36 2.816 34807.4 39390.6 41767 43646 0.7843 0.9879 96.281 5.29 1.3 0.8967 2.315 2.4415 663 1.0073 4.092 51270 28704 3829.8432 43766 43164.9194 -1.9622 7.9722 1.654 2.07 2.646 3.062 42073 43580 44213.4 45323.6 0.9427 0.9955 25.6198 5.61 1.3 0.7493 2.22 2.3174 895 1.3866 5.8831 51270 22456 5767.1476 40686 38868 -1.0115 3.4412 1.68 2.014 2.36 2.828 34147.4 39168 41571 43575.6 0.8358 0.9899 -9999 -9999 -9999 -9999 874.8 609.9 55.0221 748.0373 1235 967.5 57.4845 1115.5159 1400.9 1233.5 32.2452 1317.6897 3742.8 2478.9 254.7763 3137.7597
12768 5.06 1.3 0.9193 2.65 2.7674 669 0.4342 2.4532 49631 21561 6113.6206 42073 40513.9036 -1.1079 3.7304 1.89 2.486 2.92 3.6 36410.6 40762 43318 45175 0.5336 0.9342 87.5527 5 1.31 0.9846 2.64 2.7842 664 0.4358 2.2414 49631 22784 4355.0339 44410 43609.0936 -1.9658 8.0809 1.84 2.388 2.99 3.742 41902.4 43553.8 44921.8 46804.2 0.7846 0.9623 42.827 5.06 1.3 0.9091 2.61 2.7049 987 0.4851 2.5223 49631 21561 6290.8251 41406.5 39857.6667 -0.9174 3.2107 1.84 2.41 2.838 3.534 35139.6 39608.4 42916.2 44986.8 0.6515 0.9554 50 2.2612 0.7148 7.173 804.1 494.3 67.293 670.974 1214.4 840 74.2093 1055.0911 1368.5 1184.8 38.2145 1285.1817 3868.4 2300.3 327.8428 3232.4899
12769 7.25 1.3 1.226 3.46 3.591 1719 0.3589 2.6099 48561 21189 6194.8428 39976 37949.2164 -0.8599 2.7964 2.524 3.178 3.824 4.706 32706 37983.6 41291.2 43078 0.3828 0.7603 84.5 7.25 1.5 1.0904 4.48 4.4431 1722 -0.0944 2.8077 48561 21626 4765.252 42761 41692.4886 -2.4184 9.0918 3.518 4.15 4.752 5.392 40893 42335 43231 44563 0.8002 0.867 25 7.25 1.3 1.2134 3.37 3.4906 2837 0.4061 2.6932 48561 21036 6538.0266 38796 36970.7329 -0.6413 2.3394 2.418 3.09 3.68 4.53 30613 36240 40626.6 42780.8 0.5661 0.8446 192 2.7151 0.8672 12.1429 870.7 468.6 81.8594 650.909 1215.5 797.6 85.3468 989.3797 1383.2 1147.9 44.2597 1256.3046 3542.4 1442 430.1557 2428.0489
12770 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
12771 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
12772 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
13366 14.42 1.33 2.449 8.09 7.8188 1608 -0.5322 3.1855 51008 21342 6167.8817 37507 36456.0861 -0.4067 2.3417 6.116 7.47 8.6 9.88 30320 35798.8 39058 41780.2 0.2046 0.26 64.4259 14.27 1.34 2.8721 8.46 7.8472 1599 -0.4737 2.3636 51008 21473 7043.252 40653 38238.0053 -0.7762 2.4411 4.818 7.934 9.068 10.22 30363.8 39014.6 41955.2 43990.6 0.7692 0.7999 18.4985 14.42 1.3 2.6649 7.33 7.0582 3306 -0.2869 2.4617 51008 20905 6465.4776 35257 34696.2944 -0.0956 2.0172 4.548 6.67 8.012 9.346 28201 32942 37245 40740 0.4093 0.4864 594 5.6074 2.4158 27.8214 849.5 476.1 68.0253 694.7182 1197.2 821.1 65.2349 1035.361 1396.2 1174.7 39.6941 1299.2617 3767 1794.5 307.4722 2592.4054
13367 3.34 1.31 0.3968 1.795 1.9266 317 1.0124 4.3833 49020 24728 6575.1194 40085 39183.2143 -0.5409 2.3596 1.58 1.75 2.06 2.23 33160 38316 42379 45415 0.9274 1 98.2456 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 3.34 1.31 0.3951 1.79 1.9216 383 1.039 4.437 49020 24728 6560.003 39823 39082.9123 -0.5005 2.3163 1.592 1.738 2.016 2.226 33221.2 38145.6 42064.2 45406.4 0.9399 1 -9999 -9999 -9999 -9999 801.7 600.8 44.1063 727.7661 1180.6 927.4 51.8223 1084.8893 1304.3 1218.8 21.4936 1269.8429 3513.6 2332.8 231.3263 3003.5464
13368 4.24 1.3 0.7186 2.435 2.4935 648 0.3889 2.4034 47075 22631 5761.71 40664 38603.35 -1.1709 3.4745 1.818 2.232 2.658 3.108 34462.2 39442.6 41426.4 43173.8 0.733 0.9907 92.3077 4.12 1.31 0.8643 2.755 2.7084 645 -0.0955 1.8482 46355 35760 2074.0421 43678.5 43161.7812 -1.4058 6.2548 1.84 2.442 2.91 3.556 41998.8 42933.4 43833.6 44751.4 0.9612 0.9984 12.3077 4.24 1.3 0.7231 2.39 2.4456 909 0.4298 2.4258 47075 20425 6013.2376 40227 38109.6269 -1.0501 3.1362 1.766 2.162 2.614 3.032 33295.6 38581.8 41221 43042.8 0.802 0.9934 26 1.87 0.5038 7.6923 965.1 656.7 55.3545 792.1004 1216.4 943.8 48.6392 1071.9887 1390.5 1251.4 25.9616 1316.6733 2919.6 1902.1 209.8319 2417.0342
13369 6.56 1.3 1.0872 3.19 3.1986 1592 0.2261 2.4508 51947 21211 6596.3549 39888 38376.0284 -0.5498 2.5135 2.2 2.88 3.462 4.092 31740 38228 41155 43812.2 0.63 0.9001 85.6273 6.56 1.3 1.3196 3.01 3.1761 1596 0.3963 2.0787 50986 22194 6604.2963 42007 40414.1679 -0.8373 2.9846 1.87 2.504 3.492 4.602 34920.6 40840.8 42969 45332.6 0.9355 0.9756 16.687 6.56 1.3 1.0827 3.06 3.0899 2329 0.3302 2.4634 51947 21211 6790.6457 38753 37488.1644 -0.3986 2.3143 2.05 2.73 3.37 4.01 30823 36502 40435 43449 0.7145 0.9292 93 2.4493 0.8103 10.475 949 545.5 85.9546 741.5037 1371.8 860.6 99.8696 1100.2353 1424.7 1195.5 46.5453 1294.0797 4050.1 1827.8 474.6892 2921.9851
13370 10.74 1.3 1.6969 5.2 5.3096 1606 0.2273 2.8738 51248 21582 6902.3528 41833 40039.1107 -0.8161 2.7431 3.89 4.77 5.63 6.776 33925 39967.2 43584.4 46049 0.2453 0.4004 71.8514 10.74 1.34 1.8534 5.5 5.6005 1570 0.0756 2.5388 51248 21845 7316.5799 45328 42337.8954 -1.3418 3.6639 3.97 4.97 6.08 7.32 36153 44170 46071 47534 0.8096 0.8446 17.7597 10.74 1.3 1.7333 4.86 4.9758 2999 0.3067 2.7894 51248 20993 7345.5538 39670 38223.4742 -0.4818 2.1794 3.484 4.368 5.3 6.446 31211.6 37044.6 41531.4 45306 0.4438 0.5992 408 4.1275 1.5297 23.2153 796.667 419.667 73.1768 616.2962 1212.444 747.111 92.4808 1000.4032 1379.111 1132.111 44.0511 1241.2013 4141.111 1605.111 491.9088 2980.5339
