plot_cell_id f_hmax f_hmin f_hstd f_hmed f_hmean f_abs_n f_hskew f_hkurt f_intmax f_intmin f_intstd f_intmed f_intmean f_intskew f_intkurt f_h20 f_h40 f_h60 f_h80 f_int20 f_int40 f_int60 f_int80 f_d2 f_d4 f_echo_prop l_hmax l_hmin l_hstd l_hmed l_hmean l_abs_n l_hskew l_hkurt l_intmax l_intmin l_intstd l_intmed l_intmean l_intskew l_intkurt l_h20 l_h40 l_h60 l_h80 l_int20 l_int40 l_int60 l_int80 l_d2 l_d4 l_echo_prop a_hmax a_hmin a_hstd a_hmed a_hmean a_abs_n a_hskew a_hkurt a_intmax a_intmin a_intstd a_intmed a_intmean a_intskew a_intkurt a_h20 a_h40 a_h60 a_h80 a_int20 a_int40 a_int60 a_int80 a_d2 a_d4 i_abs_n i_hmean i_hstd i_echo_prop Rmax Rmin Rstd Rmean Gmax Gmin Gstd Gmean Bmax Bmin Bstd Bmean Nmax Nmin Nstd Nmean
13371 12.75 1.39 2.0767 7.88 7.6495 1599 -0.3338 2.9219 52187 21670 6793.2139 42532 40295.046 -0.8974 2.8849 5.94 7.28 8.372 9.366 34064.8 40604.8 43803.4 45931.2 0.0381 0.0863 63.4457 12.75 1.58 2.0135 7.7 7.5679 1633 -0.1917 2.8731 52187 19988 7236.5943 44279 41409 -1.2427 3.4463 5.88 6.98 8.23 9.24 35498 43034 45109 46617 0.4458 0.4672 37.4589 12.75 1.3 2.3308 6.995 6.8658 3169 -0.2096 2.5301 52187 19988 7594.2691 39168 37606.9498 -0.3966 1.9942 4.85 6.38 7.69 8.908 29756.4 36109 41352 44957 0.2483 0.3304 588 5.0915 2.1555 23.6431 776.2 423.8 76.9918 596.6361 1205.2 747.1 91.991 967.3574 1320 1124.5 40.661 1220.1933 4295.9 1506.4 557.5279 2854.6413
13372 20.19 1.33 4.4749 10.67 10.4863 1593 -0.0997 1.9967 49063 20927 6829.45 39069 37307.4599 -0.5486 2.2566 5.92 9.46 12.25 14.808 30451 36803.6 40653 43427 0.3076 0.3553 60.9783 20.13 1.63 4.4081 10.72 10.7965 1594 0.0137 1.9051 49063 20097 7122.1711 40653 38390.1169 -0.7325 2.4328 6.4 9.256 12.522 15.172 31220.4 38796 42068.6 44454 0.7014 0.7146 26.0326 20.19 1.33 4.3093 9.695 9.7634 2968 0.0784 2.0467 49063 20097 7005.061 36153 35428.9174 -0.2078 1.9442 5.518 8.316 11.12 14.062 28332 33444 38512 42204 0.3895 0.4427 476 8.3417 3.8194 25.5978 868.2 426.3 88.603 662.9326 1259 744.9 92.3137 986.6525 1388.7 1124.2 51.5689 1263.4019 3476.3 1116.7 404.699 2108.3001
17782 12.35 1.35 2.2845 5.75 5.7527 1690 0.2266 2.4779 51226 22565 6976.5101 40959 39240.5973 -0.6161 2.3652 3.65 5.09 6.27 7.71 32330 38774 42510 45503 0.2325 0.3988 70.8071 11.89 1.36 2.4415 5.785 5.7485 1714 0.0712 2.279 51226 22063 6702.8363 44279 41935.0444 -1.3057 3.7935 3.26 5.136 6.51 7.72 37590.6 42981.6 45096.4 47079.4 0.6599 0.7293 33.0189 12.35 1.31 2.2657 5.195 5.3538 3018 0.3449 2.546 51226 21626 7326.8528 38370 37457.3936 -0.3065 1.9801 3.264 4.64 5.83 7.26 30036 35860.2 40854.2 44585 0.4066 0.561 368 4.2604 1.7614 18.6059 803.3 416.4 88.6048 588.6042 1245.2 752.9 103.7177 956.5977 1396.8 1128.2 49.5971 1239.5096 4766 1550.2 607.3777 2764.9305
17801 12.36 1.3 2.6236 6.915 6.6713 1698 -0.162 2.4256 49107 21451 6822.9984 37365 36107.7611 -0.3459 1.9821 4.13 6.29 7.462 8.822 29032 34659.2 39412.4 42685 0.5524 0.616 78.7524 12.36 1.38 2.799 8.38 8.0493 1693 -0.6259 2.7593 47971 21757 6459.8705 42685 40299.6923 -1.3351 3.8362 5.88 8.05 8.73 10.8 35607 41527 43602 45306 0.9486 0.9527 8.8694 12.36 1.3 2.6368 6.665 6.3774 2638 -0.0824 2.3298 49107 20949 6891.252 35399 35026.8255 -0.1571 1.8998 3.75 5.93 7.3 8.58 28136 33051 37748 41964 0.6384 0.699 193 5.2024 2.3482 18.616 995.5 554 86.0605 790.2197 1300 870.6 75.2414 1122.3401 1495.4 1200.7 52.9438 1336.3848 3512.6 1920.6 251.4582 2864.7204
18989 19.52 1.31 3.3459 12.85 12.1445 1691 -1.2841 4.7417 49326 20534 5999.8729 36568 35322.3232 -0.5167 2.3504 10.378 12.17 13.384 14.58 29731 34777 37988 40762 0.1703 0.204 62.4725 19.06 1.4 3.3906 13.92 13.0506 1680 -1.6781 5.5535 48190 20993 6592.8902 39845 37250.8582 -1.0337 2.8523 12.13 13.37 14.3 15.24 30910 38731 40784 42270 0.7542 0.7643 18.3018 19.52 1.31 3.8981 12.06 11.0398 3572 -0.8999 2.983 49326 19966 6412.2585 34012 33411.3612 -0.1617 1.9458 8.59 11.15 12.69 14.086 26899.8 31609 36048.4 39670 0.374 0.4286 713 8.8131 3.9512 30.3564 887.3 490.4 85.7088 677.9277 1174.7 804.4 80.7281 990.3242 1425.6 1191.6 47.1315 1302.4354 2676 1301.9 297.924 1981.6114
19271 8.49 1.3 1.4102 3.83 3.9967 1664 0.4216 2.7188 48889 21713 6642.9681 41265 39105.6063 -0.8301 2.699 2.71 3.47 4.29 5.23 32789 39058 42619 44913 0.2488 0.6298 76.7375 8.49 1.32 1.3271 4.15 4.1605 1644 0.235 2.6509 48889 21386 5801.1458 44651 42559.6419 -1.8167 5.4933 2.988 3.698 4.532 5.31 40867.2 43742 45288.4 46464 0.7336 0.851 26.3067 8.49 1.3 1.4065 3.55 3.7676 2962 0.5342 2.7977 48889 20774 7004.5064 39473 37740.8271 -0.5553 2.2084 2.47 3.25 3.99 4.98 30954 36786 41461 44345 0.4673 0.767 323 2.9223 1.095 17.3464 858.1 496.6 60.5849 676.0318 1212.9 820.7 66.1202 1031.6566 1362.2 1167.2 32.024 1255.0351 3418.1 1623.4 319.1989 2585.8433
20096 17.52 1.34 1.7927 13.14 13.0793 1656 -1.3448 9.0661 52012 21801 6506.0441 42641 40745.4374 -0.8888 2.9691 11.938 12.746 13.554 14.452 35034.6 40841.2 43872.8 46315.4 0.0175 0.0187 66.9405 17.52 1.41 2.0325 13.53 13.3338 1662 -2.1538 12.7086 52012 20993 6760.5755 44585 42268.1313 -1.4492 4.1727 12.206 13.182 13.896 14.77 39141.6 43366.4 45476.6 47163 0.5584 0.5602 30.3491 17.52 1.34 2.4482 12.54 12.1968 3363 -1.3568 6.2056 52012 20796 7513.561 39888 38145.7088 -0.4505 2.0534 10.75 12.1 13.01 14.08 30320 37193.2 41833 45306 0.2792 0.2864 614 10.0243 2.5257 25.0103 729.2 411.6 60.413 580.052 1116.1 750.6 70.9015 938.2691 1332 1130.7 35.4519 1231.7153 4777.6 2138.7 571.2698 3437.9004
20101 15.59 1.48 2.1891 9.51 9.4143 1694 -0.2996 3.6276 51313 21277 6750.9175 41789 39734.3076 -0.8349 2.7421 7.676 8.95 10 11.204 33654.2 39914.4 43078 45524 0.01 0.0254 56.548 15.56 1.3 2.513 8.58 8.5553 1685 -0.0645 2.8262 51313 20905 7776.9017 42280.5 39111.6911 -0.7868 2.3203 6.51 7.88 9.28 10.754 30897.2 40049.8 43427 45721 0.2813 0.3116 40.7656 15.59 1.3 2.6245 8.43 8.2827 3453 -0.2845 2.9322 51313 20228 7497.9697 38272 36963.2707 -0.3546 1.9613 6.22 7.78 9.07 10.496 29075 35563 40631 44214 0.1506 0.2016 679 6.3222 2.4271 22.6662 843.4 367.4 94.4775 544.1126 1200.6 713 111.0625 932.7037 1356 1074.2 57.4555 1193.1519 5114.4 1593 728.0381 3181.9266
20102 5.71 1.3 0.8994 2.345 2.5158 650 0.5124 2.4937 49391 21604 6825.0562 41592.5 39335.0955 -0.9263 2.898 1.63 2.12 2.798 3.36 32863.2 40176.4 42859 44812.4 0.6892 0.9723 86.0274 4.68 1.3 0.8828 2.42 2.5768 656 0.3782 2.2151 49391 22828 5784.8769 44061 42497.9281 -1.915 6.0598 1.7 2.28 2.798 3.45 41325.8 43715.4 44467.2 46210.4 0.8521 0.9848 38.0822 5.71 1.3 0.8783 2.25 2.4285 954 0.6622 2.6922 49391 21604 7048.2358 40740 38619.0055 -0.7672 2.4999 1.558 2.012 2.536 3.214 31749 38949.4 42299.8 44484.8 0.7704 0.9811 36 1.7639 0.4504 7.6712 950.8 512.4 88.5752 701.0803 1324.8 890.6 88.4182 1095.5006 1357.4 1130 44.7928 1243.9248 3895 2187.6 325.2893 2972.1331
20103 12.38 1.34 1.8397 6.42 6.2719 1600 -0.3172 3.1158 51292 21845 6706.2889 42291 40136.5821 -0.8242 2.7334 4.86 6.01 6.78 7.8 33977 40282 43624 45703.4 0.0406 0.1406 56.2747 10.84 1.31 2.3748 5.94 5.5628 1588 -0.1528 1.9508 51292 21866 8233.8527 42695.5 39280.2576 -0.6354 1.9858 2.756 5.17 6.568 7.734 29822.4 39499.4 44380.2 46481.6 0.505 0.6159 30.7084 12.38 1.3 2.1857 5.45 5.2239 3565 -0.0228 2.2434 51292 20840 7305.1971 38403 37363.1942 -0.3335 1.9881 2.76 4.82 6 7.1 29949 35760 40762 44476 0.2957 0.4527 844 3.8191 1.7889 28.9105 832.4 436.6 79.5323 611.2078 1309 830.2 96.2208 1039.8928 1394 1119.8 50.1111 1246.9218 5217 2360.2 626.9148 3662.6535
20104 6.36 1.3 1.1171 2.37 2.6767 648 0.9127 3.2827 48474 21888 6328.6448 39987 38637.5543 -0.8504 2.9325 1.64 2.058 2.862 3.594 33400.6 38600 42007 44074.2 0.7515 0.9506 79.8762 6.36 1.32 1.1674 2.655 2.846 646 0.7345 3.0165 48474 23352 5008.73 43733 41857.5761 -1.9155 6.5567 1.812 2.172 3.13 3.818 40063 42758.8 44043.4 45197 0.8978 0.9783 28.483 6.36 1.3 1.0763 2.3 2.6042 939 0.9853 3.499 48474 21888 6407.1018 39408 37848.4489 -0.6524 2.5586 1.634 2.02 2.71 3.432 32364.8 36760.6 40906.2 43790.2 0.7902 0.9627 51 2.3967 0.8343 13.0031 912.6 470.6 83.9288 656.3915 1246.8 828.8 95.25 1038.5969 1366.6 1115.8 44.6049 1226.7589 3439.6 1685.6 399.5898 2590.193
20105 19.04 1.31 4.4989 13.215 12.0146 1703 -1.0399 3.0267 48714 21320 6279.3638 38163 36646.0383 -0.5828 2.4287 9.476 12.302 14.128 15.54 30574.2 36506.4 39408 42059.8 0.1392 0.2173 52.771 18.77 1.3 5.2902 12 10.3755 1748 -0.3334 1.6382 48124 20425 7036.1824 36655 35371.4315 -0.2883 1.8313 4.05 9.81 13.394 15.442 27939 33723.6 39215.4 42108.2 0.5109 0.5801 31.8229 19.04 1.3 4.7463 11.7 10.4667 3766 -0.5625 2.0911 48714 20425 6457.6737 34689 34228.626 -0.1064 1.9881 4.69 10.68 12.67 14.67 27743 32330 36825.6 40347 0.2825 0.372 854 8.9141 4.1101 28.198 923.4 356.4 122.4233 577.6984 1234.8 690.6 115.3392 905.3242 1468.8 1063.4 76.6748 1207.9556 3493 1170 419.2301 1983.3198
20106 11.16 1.3 1.8069 7.63 7.4254 1680 -0.8673 4.0243 49522 21713 5979.4777 39102 37628.1266 -0.7038 2.6958 6.08 7.22 8.07 9.01 32068 37551 40260 42772 0.1161 0.1345 70.2177 11.03 1.3 1.9375 7.87 7.562 1703 -1.3144 5.0724 49522 20927 5968.3838 41855 39928.6224 -1.3159 3.9578 6.42 7.494 8.23 9.142 36283.8 41003 42663 44078.6 0.6518 0.6594 28.578 11.16 1.3 1.976 7.24 6.9487 3318 -0.739 3.4772 49522 20927 6460.1788 37245 35942.9708 -0.3577 2.0786 5.5 6.67 7.61 8.674 29219.2 34864 38993 41972.8 0.3722 0.3972 496 5.6706 1.7516 20.9819 848 408 77.8134 599.7715 1261 725.6 86.3826 959.9272 1375.8 1080.8 50.4483 1226.6278 4185.6 1420.2 431.4926 2597.3397
21504 14.41 1.65 2.2765 9.72 9.5095 1885 -0.6821 3.4179 48561 21473 5917.0504 37202 35840.003 -0.5752 2.3919 7.99 9.23 10.29 11.46 30285.8 35230.8 38687 41177 0.3034 0.3146 73.2222 14.41 1.3 2.4044 11.835 11.2416 1874 -2.0792 7.4615 46464 22041 5426.1133 41483 39585.6762 -1.5619 4.6485 10.516 11.476 12.144 12.862 36965.6 40487.2 42147.4 43287.2 0.8885 0.8917 11.6667 14.41 1.3 2.3798 9.33 9.099 3474 -0.6305 3.2904 48561 20577 6251.6351 35214 34380.2111 -0.292 2.0242 7.24 8.8 9.88 11.14 28236.2 32955.2 37136 40417.4 0.4845 0.5006 438 7.9052 2.1444 24 1003.8 456.6 119.4962 699.6294 1327.8 792.6 117.5809 1042.4681 1528.8 1170.6 72.6889 1324.746 3150 1264.6 400.1438 2115.2399
21510 14.09 1.35 2.381 8.9 8.613 1737 -0.6297 3.4376 51925 20818 6844.588 40478 38557.9187 -0.7364 2.5026 6.882 8.352 9.458 10.534 32129 38512 42112.6 44541 0.0921 0.1278 56.9039 14.09 1.42 2.3454 8.44 8.2618 1753 -0.1468 2.6061 50614 21255 7610.4577 42390 39027.8424 -0.8038 2.2819 6.29 7.602 9.108 10.34 30735 40216 43602 45270.8 0.5197 0.5362 30.0356 14.09 1.32 2.6416 7.82 7.5909 3735 -0.2916 2.5392 51925 20818 7294.6645 37049 36061.5384 -0.2791 1.9024 5.26 7.17 8.5 9.91 28376 34471 39460.4 43213.4 0.2648 0.3344 811 5.9464 2.491 28.4698 893.8 374.6 92.9287 575.3168 1345 702 109.4469 970.1397 1442.2 1118.4 55.2425 1250.9201 4564.6 1200.2 716.4693 2854.9411
21511 12.49 1.37 2.1817 7.005 6.8063 1764 -0.2911 2.5916 50898 20446 6921.4353 40445.5 38728.7894 -0.6872 2.4484 4.98 6.4 7.58 8.72 31888.6 38556 42081.8 44957 0.1565 0.2551 61.6075 12.49 1.3 2.1592 6.88 6.7094 1771 -0.1741 2.4847 50898 21801 7066.7401 42892 40100.1591 -0.9699 2.7872 4.8 6.218 7.36 8.76 33072.6 41164 43846.4 45590 0.5562 0.6059 32.5581 12.49 1.3 2.2584 6.24 6.1466 3456 -0.0531 2.3503 50898 20446 7099.9789 37988 36885.5998 -0.3412 2.0226 4.04 5.63 6.87 8.2 29534 35629 40107 43777 0.3131 0.4314 599 4.779 1.9527 23.7862 841.8 377.8 101.0161 563.2139 1262 712.6 124.4352 962.6766 1381.2 1102.8 60.5134 1234.0036 4536.8 1351.4 702.2569 2866.5605
21512 10.08 1.3 1.9541 5.32 5.3228 1826 0.0345 2.3703 57932 21298 6660.6479 39364 37836.0921 -0.5265 2.5509 3.604 4.7 5.836 7.126 31784 37306.6 40915 43558 0.2667 0.4381 69.9356 10.08 1.3 2.1137 5.78 5.725 1814 -0.2187 2.3296 52799 21539 6708.0361 42313 40247.381 -1.1324 3.4768 4.032 5.144 6.466 7.718 35078.6 41352 43134.6 44965 0.7095 0.7475 28.0832 10.08 1.3 1.954 4.78 4.9184 3439 0.1983 2.3917 57932 20359 6909.0344 37333 36366.05 -0.3075 2.2209 3.196 4.26 5.36 6.72 29468 35174.4 39381.6 42714.8 0.4562 0.6182 492 3.8564 1.4894 20.6043 955.2 410.4 94.8384 626.8504 1346 783.2 108.5186 1038.1327 1521.8 1156.2 58.417 1279.2023 4647.6 1743 613.923 3075.4156
21513 19.8 1.35 3.384 14.12 13.4494 1724 -1.057 3.9001 50199 20556 6847.5724 37704 36368.991 -0.3628 2.1856 10.876 13.594 14.79 16.16 29420.6 35410 39255 42496.8 0.232 0.243 56.9165 19.8 1.92 3.8332 14.46 13.2883 1739 -0.849 2.9436 50199 20905 7563.0092 40030.5 37698.9512 -0.5611 2.1814 9.894 13.02 15.256 16.584 30123.8 37367.8 41592 44323 0.7182 0.7228 21.0707 19.8 1.35 3.9144 12.93 12.0725 3591 -0.693 2.7723 50199 20512 6946.6497 34318 34301.9961 -0.0292 2.0015 8.688 11.806 13.87 15.52 27437 32277.6 36983 40875.4 0.3551 0.3807 768 9.9403 3.7842 32.7195 949.6 398.2 131.2755 624.8748 1343 728.6 128.0228 976.5738 1470.6 1110.2 78.5489 1254.1953 4342.2 1237.4 496.0309 2301.4421
22696 14.08 1.32 2.2581 8.8 8.6678 1737 -0.4841 3.0043 50636 21779 6498.3199 39255 37687.196 -0.6228 2.41 6.84 8.27 9.41 10.66 31303 37267 40981 43418.6 0.0541 0.0858 58.5643 13.6 1.34 2.2544 8.77 8.6112 1751 -0.4719 3.0184 50636 21058 7019.1576 41767 39001.0232 -0.9331 2.6814 6.696 8.262 9.33 10.672 31950.2 40142.2 42903 44677.2 0.5591 0.5728 27.5409 14.08 1.32 2.5055 7.94 7.7606 3805 -0.2493 2.4956 50636 20993 6868.0528 36109 35414.5807 -0.2141 1.946 5.556 7.27 8.6 10.04 28507 33692.8 38294 42168.8 0.2683 0.324 836 6.1021 2.2127 29.2466 711.8 394 64.7679 542.3556 1056 729.6 73.2767 891.1473 1328.1 1130.3 37.8568 1212.9055 2885.6 1173.4 374.0224 2027.6022
512359 3.4 1.3 0.5487 1.965 2.0901 646 0.6027 2.4159 46311 22434 5642.6931 38184.5 36731.7525 -0.8381 2.7422 1.574 1.858 2.11 2.56 31574.4 37092.2 39652.4 41391.6 0.8591 1 97.5369 3.4 1.33 0.5602 1.845 2.0191 644 0.9313 3.0305 45066 23177 6470.4079 40063.5 37604.7727 -1.1236 2.9757 1.522 1.758 2 2.388 33086.2 39464.8 40697 42003.2 0.9876 1 10.8374 3.4 1.3 0.5478 1.96 2.0803 860 0.6172 2.4481 46311 22434 5730.9648 37988 36537.7931 -0.7815 2.6051 1.57 1.85 2.102 2.552 31281.6 36921.6 39543.2 41343.2 0.8919 1 -9999 -9999 -9999 -9999 997.3 658.25 78.5585 814.2518 1250.4 956.5 66.1102 1097.2707 1461 1225.375 48.0424 1349.2704 2565.6 1732.7 191.8783 2178.9281
512360 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
512361 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
512362 6.8 1.3 1.2068 3.53 3.5319 1670 0.2218 2.327 48823 21845 6217.208 38294 36829.5666 -0.5657 2.3695 2.404 3.166 3.802 4.636 30796.6 36437 39823 42444 0.5725 0.8323 80.9476 6.65 1.4 1.33 3.62 3.6136 1682 0.0902 1.9601 47250 22675 5722.74 43307 41101.5878 -1.5977 4.7724 2.364 3.148 4.018 4.872 38582 42461.6 43829.6 44982.8 0.9233 0.9649 14.9194 6.8 1.3 1.1933 3.35 3.3955 2567 0.3317 2.4056 48823 20643 6499.9814 37005 35762.122 -0.3699 2.074 2.252 2.95 3.64 4.458 29188.4 34886 38884 41745 0.6646 0.8816 177 2.8633 0.9177 15.8266 968.4 494 96.5106 699.3562 1371.6 860.4 98.7283 1070.7228 1408.2 1128 53.4784 1251.5587 4061.2 1934.4 407.6199 2775.6239
512363 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
512364 8.31 1.3 1.3445 4.34 4.3819 1679 0.1309 2.5719 47163 21626 5916.944 37191 35680.4834 -0.5812 2.2504 3.2 3.96 4.672 5.616 29629.8 35209.6 38735.4 40981 0.3478 0.592 81.0734 8.31 1.3 1.5567 5.03 4.9681 1651 -0.1724 2.4379 46092 22281 6181.0189 40063 37691.6685 -0.9456 2.7029 3.53 4.55 5.49 6.42 32155 38709 40959 42663 0.8946 0.92 12.7825 8.31 1.3 1.3398 4.22 4.2296 2904 0.1801 2.6167 47163 20927 6071.0962 36131 34896.7041 -0.4185 2.0379 3.05 3.82 4.51 5.42 28682 34143 37813 40588 0.5382 0.7273 232 3.5029 1.0473 15.7486 936.3 568.7 71.7355 746.1198 1232.7 884.8 71.3627 1053.6509 1425 1214 37.9996 1313.4284 3164.375 1591.8 305.7594 2365.2257
514966 7.55 1.3 1.2966 3.48 3.5712 1660 0.3519 2.4189 47840 21298 6246.3335 38534 37243.2225 -0.6587 2.5208 2.328 3.12 3.86 4.75 31692.6 36865.2 40159.4 42969 0.4608 0.7759 84.6473 7.55 1.31 1.4012 4.9 4.5652 1659 -0.5601 2.5499 47840 21932 6553.748 43689.5 41275.1172 -1.7982 4.9138 3.338 4.366 5.19 5.724 40316.8 42876.6 44196.4 45384.6 0.9283 0.947 10.6224 7.55 1.3 1.2609 3.36 3.4809 2778 0.4418 2.5532 47840 21298 6547.9269 37464 36273.1801 -0.4681 2.1703 2.27 3.01 3.684 4.62 29512 35576.2 39154.8 42426.4 0.6202 0.8571 182 2.96 0.8731 13.8589 922.8 495.8 82.111 682.6718 1202 795.4 78.2503 989.8767 1340.8 1080.6 48.0365 1200.3053 3001.8 1546.2 294.1375 2313.0737
514967 7.43 1.31 1.2717 3.59 3.6261 1675 0.3901 2.581 46660 21167 5860.57 38556 36922.1612 -0.7609 2.621 2.38 3.166 3.89 4.694 31282 36887.2 39736 42051 0.394 0.7582 82.4855 7.42 1.45 1.331 4.525 4.5308 1692 -0.1785 2.6668 46660 22718 5458.9554 42270 40339.4247 -1.773 5.4608 3.46 4.31 4.86 5.72 37442 41527 42969 43908 0.9167 0.9409 10.6105 7.43 1.31 1.242 3.45 3.5207 2950 0.4664 2.7042 46660 20425 6197.6532 37278 35886.0494 -0.5509 2.2593 2.34 3.07 3.79 4.58 29752 35192 38993 41658 0.5878 0.8512 227 2.9953 0.9467 15.9157 931.6 463.2 88.7338 698.6622 1229.8 774.4 86.4701 1011.028 1368.6 1069.2 54.5702 1202.5574 3338.2 1467.4 322.8866 2464.5138
514968 7.7 1.3 1.3937 3.05 3.3705 1784 0.7266 2.7699 51444 21211 6742.3136 40249 38549.0761 -0.6317 2.5353 2.13 2.72 3.486 4.618 32491.8 38083.8 41658 44515.6 0.4041 0.7876 84.926 7.7 1.32 1.6209 3.54 3.6707 1758 0.3395 1.9728 51444 21561 4784.2275 44978 44059.1795 -2.25 9.2043 2.08 2.726 4.18 5.226 42278.4 44336.2 45791.2 47447 0.8726 0.9329 18.3715 7.7 1.3 1.3568 3.01 3.3182 3031 0.7478 2.8747 51444 20840 7025.5492 39178.5 37651.9852 -0.4873 2.2638 2.1 2.72 3.41 4.54 30583 36786 40959 43908 0.5912 0.8604 203 2.9671 1.0134 12.4495 828.2 378 78.8644 569.665 1135 722.4 79.5171 913.2076 1335 1036.6 50.9043 1160.0429 2906.2 1213.6 349.7507 2164.0035
514969 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
514970 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
522447 7.99 1.3 1.2995 3.66 3.7204 1710 0.29 2.5535 50112 21167 6420.051 40751 38832.975 -0.8362 2.8344 2.508 3.306 4.054 4.802 32889.2 39015 42029 44043.4 0.4269 0.7398 83.4621 7.99 1.31 1.3283 4.31 4.2008 1687 -0.0599 2.5434 50112 20512 5680.9982 44039 42494.461 -1.8866 6.3399 2.968 3.98 4.628 5.37 40740 43537 44607 46079.4 0.8488 0.9057 20.7883 7.99 1.3 1.2836 3.51 3.5929 2744 0.386 2.6032 50112 20512 6846.7226 39539 37661.8841 -0.5868 2.2991 2.38 3.154 3.87 4.69 30967.2 37027 41155 43676.8 0.5773 0.8251 176 2.8892 0.927 12.983 859.8 458.4 86.0833 635.1904 1274 799.4 89.3666 988.5991 1335.8 1079.4 52.7311 1200.2487 4093.8 1751.4 399.3053 2719.2474
